time,inserted_at,value,
1479026230.0,1479026229.0,30.90625
1479026239.0,1479026238.0,30.90625
1479026247.0,1479026245.0,30.90625
1479026254.0,1479026257.0,30.9375
1479026266.0,1479026264.0,30.90625
1479026273.0,1479026272.0,30.90625
1479026281.0,1479026279.0,30.9375
1479026288.0,1479026287.0,30.9375
1479026296.0,1479026295.0,30.90625
1479026303.0,1479026302.0,30.90625
1479026311.0,1479026310.0,30.90625
1479026318.0,1479026317.0,30.90625
1479026326.0,1479026325.0,30.90625
1479026333.0,1479026332.0,30.90625
1479026341.0,1479026340.0,30.9375
